,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_DT__max_depth,param_DT__min_samples_split,param_features__pca__n_components,param_features__univ_select__k,param_features__univ_select__score_func,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
172,0.00333333,0.002000093,0.786206897,0.95514748,10,10,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",309,0.734693878,0.947916667,0.8125,0.979381443,0.8125,0.93814433,0.00047137,0,0.036802678,0.017594286
174,0.003000021,0.001999935,0.786206897,0.955219072,10,10,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.96875,0.833333333,0.958762887,0.8125,0.93814433,0,1.12E-07,0.052077338,0.012743514
187,0.058333317,0.001666625,0.786206897,1,20,2,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",309,0.714285714,1,0.833333333,1,0.8125,1,0.001885706,0.000471427,0.052077338,0
196,0.00333341,0.001666625,0.786206897,1,20,2,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 2, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",309,0.755102041,1,0.8125,1,0.791666667,1,0.000471483,0.000471427,0.023783889,0
227,0.053333362,0.001666705,0.786206897,0.965528351,20,6,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",309,0.734693878,0.96875,0.8125,0.979381443,0.8125,0.948453608,0.002054759,0.000471483,0.036802678,0.012830095
246,0.004666646,0.003000021,0.786206897,0.962127721,20,8,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.979166667,0.833333333,0.969072165,0.8125,0.93814433,0.000471427,0,0.052077338,0.017452354
252,0.004333337,0.002999942,0.786206897,0.951782646,20,10,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.96875,0.854166667,0.948453608,0.791666667,0.93814433,0.000471314,1.12E-07,0.057330287,0.012714523
258,0.003000021,0.001999935,0.786206897,0.955219072,20,10,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.96875,0.8125,0.958762887,0.833333333,0.93814433,0,1.12E-07,0.052077338,0.012743514
260,0.004333337,0.002999942,0.786206897,0.941365979,20,10,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",309,0.775510204,0.9375,0.791666667,0.948453608,0.791666667,0.93814433,0.000471314,1.12E-07,0.007642086,0.005018609
262,0.004666646,0.002666712,0.786206897,0.95514748,20,10,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",309,0.734693878,0.947916667,0.8125,0.979381443,0.8125,0.93814433,0.000471427,0.00047137,0.036802678,0.017594286
264,0.003666639,0.001999935,0.786206897,0.955219072,20,10,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.96875,0.833333333,0.958762887,0.8125,0.93814433,0.00047137,1.12E-07,0.052077338,0.012743514
286,0.004333258,0.002666712,0.786206897,1,40,2,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 2, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",309,0.755102041,1,0.8125,1,0.791666667,1,0.00047137,0.00047137,0.023783889,0
317,0.075666666,0.002333323,0.786206897,0.965528351,40,6,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",309,0.734693878,0.96875,0.8125,0.979381443,0.8125,0.948453608,0.00169955,0.000471427,0.036802678,0.012830095
336,0.004333337,0.002999942,0.786206897,0.962127721,40,8,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.979166667,0.833333333,0.969072165,0.8125,0.93814433,0.000471483,1.12E-07,0.052077338,0.017452354
342,0.004666726,0.002666712,0.786206897,0.951782646,40,10,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.96875,0.854166667,0.948453608,0.791666667,0.93814433,0.000471483,0.00047137,0.057330287,0.012714523
348,0.004333337,0.002666632,0.786206897,0.955219072,40,10,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.96875,0.8125,0.958762887,0.833333333,0.93814433,0.000471314,0.000471314,0.052077338,0.012743514
350,0.004666646,0.002666712,0.786206897,0.941365979,40,10,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",309,0.775510204,0.9375,0.791666667,0.948453608,0.791666667,0.93814433,0.000471427,0.00047137,0.007642086,0.005018609
352,0.004333417,0.002999942,0.786206897,0.95514748,40,10,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",309,0.734693878,0.947916667,0.8125,0.979381443,0.8125,0.93814433,0.000471427,1.12E-07,0.036802678,0.017594286
354,0.003666639,0.002000093,0.786206897,0.955219072,40,10,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",309,0.714285714,0.96875,0.833333333,0.958762887,0.8125,0.93814433,0.00047137,0,0.052077338,0.012743514
52,0.003000021,0.002000093,0.779310345,0.958583906,5,6,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",341,0.734693878,0.947916667,0.8125,0.979381443,0.791666667,0.948453608,0,0,0.032983168,0.014707713
70,0.003000021,0.001999935,0.779310345,0.95514748,5,8,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",341,0.734693878,0.947916667,0.8125,0.979381443,0.791666667,0.93814433,0,1.12E-07,0.032983168,0.017594286
76,0.003000021,0.001999855,0.779310345,0.944802405,5,10,1,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",341,0.734693878,0.9375,0.8125,0.958762887,0.791666667,0.93814433,0,0,0.032983168,0.009875055
88,0.00333333,0.002333244,0.779310345,0.951675258,5,10,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",341,0.734693878,0.9375,0.8125,0.979381443,0.791666667,0.93814433,0.00047137,0.000471483,0.032983168,0.019592998
163,0.057000001,0.002333323,0.779310345,0.94834622,10,10,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",341,0.714285714,0.96875,0.833333333,0.93814433,0.791666667,0.93814433,0.005099086,0.000471258,0.049452011,0.014427651
96,0.002999862,0.002000093,0.772413793,1,10,2,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",346,0.714285714,1,0.770833333,1,0.833333333,1,1.12E-07,0,0.048694816,0
142,0.003000021,0.002000014,0.772413793,0.965528351,10,6,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",346,0.714285714,0.96875,0.8125,0.979381443,0.791666667,0.948453608,0,1.12E-07,0.042384814,0.012830095
160,0.003000021,0.001999935,0.772413793,0.958619702,10,8,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",346,0.714285714,0.958333333,0.8125,0.979381443,0.791666667,0.93814433,0,1.12E-07,0.042384814,0.016836199
166,0.003666639,0.002000093,0.772413793,0.948274628,10,10,1,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",346,0.714285714,0.947916667,0.8125,0.958762887,0.791666667,0.93814433,0.00047137,0,0.042384814,0.008421295
178,0.00333333,0.001666784,0.772413793,0.95514748,10,10,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",346,0.714285714,0.947916667,0.8125,0.979381443,0.791666667,0.93814433,0.00047137,0.00047137,0.042384814,0.017594286
186,0.003666639,0.002333403,0.772413793,1,20,2,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",346,0.714285714,1,0.770833333,1,0.833333333,1,0.00047137,0.00047137,0.048694816,0
232,0.003666639,0.001333396,0.772413793,0.965528351,20,6,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",346,0.714285714,0.96875,0.8125,0.979381443,0.791666667,0.948453608,0.00047137,0.000471427,0.042384814,0.012830095
250,0.004333337,0.002666632,0.772413793,0.958619702,20,8,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",346,0.714285714,0.958333333,0.8125,0.979381443,0.791666667,0.93814433,0.000471483,0.000471483,0.042384814,0.016836199
256,0.004333337,0.003000021,0.772413793,0.948274628,20,10,1,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",346,0.714285714,0.947916667,0.8125,0.958762887,0.791666667,0.93814433,0.000471314,0,0.042384814,0.008421295
268,0.005333344,0.002333323,0.772413793,0.95514748,20,10,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",346,0.714285714,0.947916667,0.8125,0.979381443,0.791666667,0.93814433,0.000471427,0.000471427,0.042384814,0.017594286
276,0.005000035,0.002666632,0.772413793,1,40,2,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",346,0.714285714,1,0.770833333,1,0.833333333,1,1.12E-07,0.000471314,0.048694816,0
322,0.005000035,0.003333251,0.772413793,0.965528351,40,6,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",346,0.714285714,0.96875,0.8125,0.979381443,0.791666667,0.948453608,1.12E-07,0.000471427,0.042384814,0.012830095
340,0.004333337,0.002666632,0.772413793,0.958619702,40,8,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",346,0.714285714,0.958333333,0.8125,0.979381443,0.791666667,0.93814433,0.000471314,0.000471314,0.042384814,0.016836199
346,0.004333258,0.003000021,0.772413793,0.948274628,40,10,1,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",346,0.714285714,0.947916667,0.8125,0.958762887,0.791666667,0.93814433,0.00047137,0,0.042384814,0.008421295
358,0.003666719,0.002333323,0.772413793,0.95514748,40,10,3,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",346,0.714285714,0.947916667,0.8125,0.979381443,0.791666667,0.93814433,0.000471427,0.000471427,0.042384814,0.017594286
