,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_DT__max_depth,param_DT__min_samples_split,param_features__pca__n_components,param_features__univ_select__k,param_features__univ_select__score_func,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
3,0.052666664,0.001999935,0.820689655,0.989654926,5,2,1,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.816326531,0.989583333,0.791666667,0.989690722,0.854166667,0.989690722,0.001247129,1.12E-07,0.025617737,5.06E-05
8,0.00333333,0.002333403,0.820689655,0.975801833,5,2,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",68,0.795918367,0.958333333,0.791666667,0.979381443,0.875,0.989690722,0.00047137,0.00047137,0.038244287,0.013049436
9,0.052000046,0.001999935,0.820689655,0.993091352,5,2,2,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.734693878,0.989583333,0.833333333,1,0.895833333,0.989690722,0.000816437,1.12E-07,0.066492276,0.004885349
17,0.053666671,0.002000014,0.820689655,0.993091352,5,2,3,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 2, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",68,0.795918367,0.989583333,0.8125,1,0.854166667,0.989690722,0.002357133,1.12E-07,0.024506255,0.004885349
32,0.00333333,0.002000093,0.820689655,0.962020332,5,4,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",68,0.795918367,0.947916667,0.8125,0.958762887,0.854166667,0.979381443,0.00047137,0,0.024506255,0.013050319
33,0.055999994,0.002333323,0.820689655,0.986254296,5,4,3,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.775510204,1,0.8125,0.989690722,0.875,0.969072165,0.003265944,0.000471427,0.041090211,0.012857929
36,0.00333333,0.001999935,0.820689655,0.958691294,5,6,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 6, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",68,0.795918367,0.979166667,0.854166667,0.948453608,0.8125,0.948453608,0.00047137,1.12E-07,0.024506255,0.014478275
41,0.061000029,0.002666632,0.820689655,0.962127721,5,6,1,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 6, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",68,0.775510204,0.979166667,0.833333333,0.958762887,0.854166667,0.948453608,0.000816437,0.000471483,0.033372036,0.012762303
46,0.003000021,0.002000093,0.820689655,0.955111684,5,6,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",68,0.816326531,0.9375,0.8125,0.979381443,0.833333333,0.948453608,0,0,0.009030825,0.01773436
62,0.003000021,0.002000014,0.820689655,0.944802405,5,8,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",68,0.857142857,0.9375,0.8125,0.958762887,0.791666667,0.93814433,0,1.12E-07,0.027387937,0.009875055
63,0.053666671,0.002000093,0.820689655,0.951818442,5,8,2,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.775510204,0.979166667,0.833333333,0.93814433,0.854166667,0.93814433,0.001699659,0,0.033372036,0.019338115
71,0.065000057,0.002333244,0.820689655,0.94834622,5,8,3,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",68,0.795918367,0.96875,0.833333333,0.93814433,0.833333333,0.93814433,0.017720106,0.000471314,0.017697463,0.014427651
77,0.052333355,0.001999935,0.820689655,0.951782646,5,10,1,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",68,0.775510204,0.96875,0.854166667,0.948453608,0.833333333,0.93814433,0.00047137,0.000816535,0.033372036,0.012714523
81,0.051666657,0.002000014,0.820689655,0.94834622,5,10,2,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.775510204,0.96875,0.833333333,0.93814433,0.854166667,0.93814433,0.000942797,1.12E-07,0.033372036,0.014427651
85,0.051333348,0.001999935,0.820689655,0.948310424,5,10,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",68,0.755102041,0.958333333,0.833333333,0.93814433,0.875,0.948453608,0.000471427,1.12E-07,0.049830048,0.008242748
89,0.052333355,0.002000014,0.820689655,0.934457331,5,10,3,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",68,0.795918367,0.927083333,0.833333333,0.93814433,0.833333333,0.93814433,0.00188565,1.12E-07,0.017697463,0.005214204
103,0.051666657,0.002000093,0.820689655,1,10,2,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 2, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",68,0.714285714,1,0.833333333,1,0.916666667,1,0.000471483,0,0.08323617,0
109,0.052333434,0.001999935,0.820689655,0.972436999,10,4,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 4, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",68,0.775510204,0.979166667,0.833333333,0.969072165,0.854166667,0.969072165,0.00262459,1.12E-07,0.033372036,0.004758594
113,0.05066665,0.002000014,0.820689655,0.972401203,10,4,1,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 4, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",68,0.734693878,0.96875,0.833333333,0.969072165,0.895833333,0.979381443,0.000942685,1.12E-07,0.066492276,0.004937527
116,0.003000021,0.002000093,0.820689655,0.975909221,10,4,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",68,0.775510204,0.989583333,0.8125,0.958762887,0.875,0.979381443,0,0,0.041090211,0.012819704
123,0.05400006,0.002333244,0.820689655,0.986254296,10,4,3,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.775510204,1,0.8125,0.989690722,0.875,0.969072165,0.002160311,0.000471314,0.041090211,0.012857929
126,0.003000021,0.002000093,0.820689655,0.958691294,10,6,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 6, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",68,0.795918367,0.979166667,0.854166667,0.948453608,0.8125,0.948453608,0,0,0.024506255,0.014478275
131,0.050999959,0.002000014,0.820689655,0.958655498,10,6,1,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 6, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",68,0.734693878,0.96875,0.875,0.958762887,0.854166667,0.948453608,1.12E-07,1.12E-07,0.062020239,0.008286315
143,0.052333355,0.001666625,0.820689655,0.972472795,10,6,3,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",68,0.795918367,0.989583333,0.8125,0.979381443,0.854166667,0.948453608,0.00188565,0.000471427,0.024506255,0.017487341
146,0.003000021,0.002000093,0.820689655,0.962091924,10,8,1,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",68,0.795918367,0.96875,0.875,0.979381443,0.791666667,0.93814433,0,0,0.038244287,0.017480892
171,0.051333268,0.002000093,0.820689655,0.94834622,10,10,2,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.775510204,0.96875,0.833333333,0.93814433,0.854166667,0.93814433,0.000471483,0,0.033372036,0.014427651
175,0.054333369,0.001999935,0.820689655,0.948310424,10,10,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",68,0.755102041,0.958333333,0.833333333,0.93814433,0.875,0.948453608,0.002356964,1.12E-07,0.049830048,0.008242748
183,0.05399998,0.001999935,0.820689655,1,20,2,1,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.816326531,1,0.791666667,1,0.854166667,1,0.002160311,1.12E-07,0.025617737,0
193,0.051333348,0.001999935,0.820689655,1,20,2,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 2, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",68,0.755102041,1,0.833333333,1,0.875,1,0.000471258,1.12E-07,0.049830048,0
205,0.052666664,0.002000014,0.820689655,0.979309851,20,4,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",68,0.795918367,0.979166667,0.8125,0.989690722,0.854166667,0.969072165,0.001247256,1.12E-07,0.024506255,0.008418099
206,0.003666639,0.002333403,0.820689655,0.975909221,20,4,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",68,0.775510204,0.989583333,0.8125,0.958762887,0.875,0.979381443,0.000942909,0.00047137,0.041090211,0.012819704
216,0.003000021,0.002000014,0.820689655,0.958691294,20,6,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 6, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",68,0.795918367,0.979166667,0.854166667,0.948453608,0.8125,0.948453608,0,1.12E-07,0.024506255,0.014478275
236,0.002999942,0.002000093,0.820689655,0.962091924,20,8,1,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",68,0.795918367,0.96875,0.875,0.979381443,0.791666667,0.93814433,1.12E-07,0,0.038244287,0.017480892
243,0.058000008,0.002666712,0.820689655,0.951818442,20,8,2,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.775510204,0.979166667,0.833333333,0.93814433,0.854166667,0.93814433,0.007118117,0.00047137,0.033372036,0.019338115
247,0.072666645,0.002666712,0.820689655,0.948310424,20,8,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",68,0.755102041,0.958333333,0.833333333,0.93814433,0.875,0.948453608,0.00612832,0.00047137,0.049830048,0.008242748
249,0.070666631,0.002333403,0.820689655,0.944838202,20,8,3,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.816326531,0.947916667,0.833333333,0.948453608,0.8125,0.93814433,0.000471427,0.00047137,0.009030825,0.004738355
261,0.076666594,0.002333403,0.820689655,0.94834622,20,10,2,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.775510204,0.96875,0.833333333,0.93814433,0.854166667,0.93814433,0.00047137,0.00047137,0.033372036,0.014427651
289,0.073999882,0.002666712,0.820689655,0.972472795,40,4,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 4, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",68,0.795918367,0.989583333,0.833333333,0.969072165,0.833333333,0.958762887,0.003741577,0.00047137,0.017697463,0.012810105
296,0.005000035,0.003000021,0.820689655,0.975909221,40,4,2,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",68,0.775510204,0.989583333,0.8125,0.958762887,0.875,0.979381443,1.12E-07,0,0.041090211,0.012819704
306,0.004000028,0.00333333,0.820689655,0.958691294,40,6,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 6, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",68,0.795918367,0.979166667,0.854166667,0.948453608,0.8125,0.948453608,0.000816535,0.00047137,0.024506255,0.014478275
311,0.061333418,0.001999935,0.820689655,0.958655498,40,6,1,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 6, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",68,0.734693878,0.96875,0.875,0.958762887,0.854166667,0.948453608,0.003091136,1.12E-07,0.062020239,0.008286315
315,0.076333364,0.003000021,0.820689655,0.972472795,40,6,2,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.775510204,0.989583333,0.8125,0.979381443,0.875,0.948453608,0.000471483,0,0.041090211,0.017487341
326,0.004333337,0.002999942,0.820689655,0.962091924,40,8,1,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",68,0.795918367,0.96875,0.875,0.979381443,0.791666667,0.93814433,0.000471314,1.12E-07,0.038244287,0.017480892
333,0.068666617,0.002333323,0.820689655,0.951818442,40,8,2,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",68,0.775510204,0.979166667,0.833333333,0.93814433,0.854166667,0.93814433,0.007586435,0.000471427,0.033372036,0.019338115
355,0.076333284,0.003000021,0.820689655,0.948310424,40,10,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",68,0.755102041,0.958333333,0.833333333,0.93814433,0.875,0.948453608,0.012498829,0,0.049830048,0.008242748
4,0.003000021,0.001666625,0.813793103,0.986146907,5,2,1,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",113,0.775510204,0.96875,0.833333333,0.989690722,0.833333333,1,0,0.000471427,0.027350624,0.013001528
14,0.003000021,0.002000014,0.813793103,0.979238259,5,2,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 2, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",113,0.795918367,0.958333333,0.791666667,0.979381443,0.854166667,1,0,1.12E-07,0.028454051,0.017010647
19,0.053333441,0.001999935,0.813793103,0.969000573,5,4,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 4, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.775510204,0.979166667,0.833333333,0.969072165,0.833333333,0.958762887,0.004714097,1.12E-07,0.027350624,0.008329962
24,0.003000021,0.002000093,0.813793103,0.979345647,5,4,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.755102041,0.989583333,0.8125,0.969072165,0.875,0.979381443,0,0,0.049038289,0.008373688
31,0.054333369,0.001999935,0.813793103,0.986218499,5,4,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.714285714,0.989583333,0.8125,0.989690722,0.916666667,0.979381443,0.000942853,1.12E-07,0.082764607,0.004834728
40,0.003666719,0.002333244,0.813793103,0.948238832,5,6,1,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 6, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",113,0.816326531,0.9375,0.8125,0.958762887,0.8125,0.948453608,0.000471427,0.000471483,0.001809968,0.008681866
42,0.003333251,0.002333403,0.813793103,0.965564147,5,6,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.979166667,0.8125,0.969072165,0.833333333,0.948453608,0.000471427,0.00047137,0.015327112,0.012781566
43,0.059000015,0.002000014,0.813793103,0.969000573,5,6,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.795918367,0.979166667,0.833333333,0.979381443,0.8125,0.948453608,0.002160274,1.12E-07,0.015327112,0.014529163
50,0.003666639,0.001666705,0.813793103,0.951711054,5,6,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",113,0.795918367,0.947916667,0.8125,0.958762887,0.833333333,0.948453608,0.000471539,0.000471483,0.015327112,0.004991215
54,0.00333341,0.001666625,0.813793103,0.951782646,5,8,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.96875,0.854166667,0.948453608,0.791666667,0.93814433,0.000471483,0.000471427,0.028454051,0.012714523
57,0.053000053,0.001999935,0.813793103,0.955254868,5,8,1,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",113,0.775510204,0.979166667,0.833333333,0.948453608,0.833333333,0.93814433,0.002160201,1.12E-07,0.027350624,0.017424138
60,0.003000021,0.002000014,0.813793103,0.958655498,5,8,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.96875,0.8125,0.969072165,0.833333333,0.93814433,0,1.12E-07,0.015327112,0.014504183
64,0.00333333,0.001666705,0.813793103,0.951675258,5,8,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",113,0.816326531,0.9375,0.8125,0.979381443,0.8125,0.93814433,0.00047137,0.000471483,0.001809968,0.019592998
75,0.052999973,0.002000014,0.813793103,0.937929553,5,10,1,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",113,0.775510204,0.9375,0.833333333,0.93814433,0.833333333,0.93814433,0.002828391,1.12E-07,0.027350624,0.00030374
95,0.050999959,0.002000014,0.813793103,1,10,2,1,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",113,0.775510204,1,0.8125,1,0.854166667,1,1.12E-07,1.12E-07,0.032177834,0
101,0.052333275,0.002000093,0.813793103,1,10,2,2,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",113,0.816326531,1,0.854166667,1,0.770833333,1,0.001885706,0,0.033951455,0
108,0.002999942,0.002000093,0.813793103,0.982782073,10,4,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 4, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.989583333,0.791666667,0.979381443,0.854166667,0.979381443,1.12E-07,0,0.028454051,0.004809217
114,0.003000021,0.002333403,0.813793103,0.979345647,10,4,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.755102041,0.989583333,0.8125,0.969072165,0.875,0.979381443,0,0.00047137,0.049038289,0.008373688
118,0.003000021,0.002000014,0.813793103,0.979309851,10,4,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",113,0.775510204,0.979166667,0.8125,0.979381443,0.854166667,0.979381443,0,1.12E-07,0.032177834,0.000101247
121,0.052666664,0.002000014,0.813793103,0.982782073,10,4,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.714285714,0.989583333,0.8125,0.989690722,0.916666667,0.969072165,0.00235702,1.12E-07,0.082764607,0.009694468
122,0.003000021,0.001999935,0.813793103,0.972436999,10,4,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",113,0.775510204,0.979166667,0.8125,0.958762887,0.854166667,0.979381443,0,1.12E-07,0.032177834,0.009669455
